Number,Name,Region,Area,Island,County,Classification,Metres,Feet,Feature,Observations,Survey,Climbed,Country,Latitude,Longitude
3014,Meall a' Bhealaich,04B: Loch Treig to Loch Ericht,,,Highland/Perth and Kinross,"Sim,sHu",865.3,2839,rock,,obvious summit/Leica RX1250,,S,56.791133,-4.535345
5845,Meall nan Tarmachan East Top,02B: Glen Lyon to Glen Dochart & Loch Tay,,,Perth and Kinross,sSim,865.2,2839,no feature,,Leica RX1250,,S,56.52314,-4.293433
492,Conachcraig,07A: Braemar to Montrose,,,Aberdeenshire,"Ma,C,Sim",865,2838,rock tor 40m W of cairn,rock tor 40cm higher than cairn at NO 27990 86520. Rock tor 100m S is 2m lower.,Abney level,,S,56.964274,-3.186547
876,Carn a' Choire Ghairbh,11B: Glen Affric to Glen Moriston,,,Highland,"Ma,C,Sim",865,2838,cairn,,obvious summit,,S,57.222594,-5.087627
2321,Skiddaw Little Man,34A: Lake District N,Lake District - Northern Fells,,Cumbria,"Sim,Hew,N,W,B,Sy,Fel",865,2838,rock 5m NW of cairn,Wainwright summit is the cairn (NY 26680 27785),Abney level,,E,54.639911,-3.137629
3027,An Sgulan,05A: Loch Ericht to Glen Tromie & Glen Garry,,,Perth and Kinross,Sim,865,2838,toppled fence post,,,,S,56.819361,-4.343726
6054,Carn Ait,07A: Braemar to Montrose,,,Angus/Perth and Kinross,Sim,864.6,2837,rock 5m from cairn,cairn to S is lower,Leica Disto D510/Leica RX1250,,S,56.844213,-3.406695
264,Beinn Mhic Chasgaig,03C: Glen Etive to Glen Lochy,,,Highland,"Ma,C,Sim",864,2835,boulder 60m NE of cairn,cairn is at NN 22110 50175 and is 30cm lower; ground 20m SW of cairn at NN 22092 50164 is also lower than boulder,Abney level,,S,56.610061,-4.899477
3044,Meall Odhar Loisgte,06A: Glen Tromie to Glen Tilt,,,Highland,Sim,864,2835,,,,,S,56.937188,-3.96556
3245,Na Rathanan,13A: Loch Torridon to Loch Maree,,,Highland,"Hu,Sim",864,2835,cairn,,,,S,57.591895,-5.560196
6448,Sgurr a' Choire Ghairbh,11A: Loch Duich to Cannich,,,Highland,sSim,864.2,2835,remains of cairn,,Leica RX1250,,S,57.23071,-5.327213
2523,White Side,34C: Lake District E,Lake District - Eastern Fells,,Cumbria,"Sim,Hew,N,W,B,Sy,Fel",863.2,2832,windshelter,,,,E,54.540904,-3.025048
596,Creag an Dail Bheag,08B: Cairngorms,,,Aberdeenshire,"Ma,Sim,C",863,2831,rock by small cairn,large cairn 275m SE at NO 15900 97925 is lower,Abney level/Leica RX1250,,S,57.066716,-3.391294
904,Beinn Tharsuinn,12A: Kyle of Lochalsh to Garve,,,Highland,"Ma,C,Sim",863,2831,cairn,,obvious summit,,S,57.438671,-5.241954
906,Sgurr na Feartaig,12A: Kyle of Lochalsh to Garve,,,Highland,"Ma,C,Sim",863,2831,cairn on boulder pile,,obvious summit,,S,57.457045,-5.243648
2138,Mynydd Moel,30F: Dolgellau to Machynlleth,Cadair Idris,,Gwynedd,"Sim,Hew,N",863,2831,rocky outcrop,,,,W,52.705782,-3.884874
2522,Striding Edge [High Spying How],34C: Lake District E,Lake District - Eastern Fells,,Cumbria,"Sim,Hew,N,Sy",862.9,2831,rock,,,,E,54.525417,-3.004867
2991,Beinn Sgulaird South Top,03B: Loch Linnhe to Loch Etive,,,Argyll and Bute,Sim,863,2831,cairn,,,,S,56.55429,-5.185969
3015,Meall Buidhe,04B: Loch Treig to Loch Ericht,,,Highland,Sim,863,2831,outcrop,,,,S,56.909777,-4.446756
3239,Creag Feusag,12B: Killilan to Inverness,,,Highland,Sim,863,2831,cairn,,obvious summit,,S,57.361582,-4.964327
6002,Carn Cruinn,06B: Pitlochry to Braemar & Blairgowrie,,,Aberdeenshire,sSim,863,2831,,,,,S,56.911384,-3.492807
2965,An Grianan,02A: Loch Rannoch to Glen Lyon,,,Perth and Kinross,"Hu,Sim",862.6,2830,small rock,cairned outcrop 70m SSE at NN 48096 42901 is 0.4m lower,Leica RX1250,,S,56.554064,-4.473361
3045,Conlach Mhor,06A: Glen Tromie to Glen Tilt,,,Perth and Kinross,Sim,862.7,2830,cairn,,Leica RX1250,,S,56.870051,-3.755389
132,Cam Chreag,02A: Loch Rannoch to Glen Lyon,,,Perth and Kinross,"Ma,C,Sim",862,2828,cairn,,obvious summit,,S,56.611086,-4.385627
634,Meall na h-Aisre,09B: Glen Albyn and the Monadh Liath,,,Highland,"Ma,C,Sim",862,2828,trig point,"flat plateau with small protruding rocks, some of which may be as high as trig point base",,,S,57.067424,-4.450362
905,Beinn a' Bhathaich Ard [Beinn a' Bha' ach Ard],12A: Kyle of Lochalsh to Garve,,,Highland,"Ma,C,Sim",862,2828,trig point,,,,S,57.451935,-4.733922
3093,Caisteal na Caillich,07A: Braemar to Montrose,,,Aberdeenshire,Sim,862,2828,rock,rock 4m NW of equal height,Abney level,,S,56.972728,-3.182785
3094,Cathelle Houses [Lair of Whitestone],07B: Braemar to Montrose,,,Angus,Sim,862,2828,no feature: ground slightly S of two posts,,,,S,56.873632,-3.129366
3272,Toman Coinich,15A: Loch Broom to Strath Oykel,,,Highland,Sim,862,2828,outcrop by cairn,,obvious summit,,S,57.815719,-4.911277
6479,An Elric,11B: Glen Affric to Glen Moriston,,,Highland,Un,861.9,2828,small rock,,Leica RX1250,,S,57.209892,-5.069023
6055,Cairn Lunkard,07A: Braemar to Montrose,,,Angus,sSim,861.8,2827,cairn,,Leica RX1250,,S,56.888674,-3.260622
595,Carn Liath,08B: Cairngorms,,,Aberdeenshire,"Sim,xC",861.5,2826,rock 15m NE of small cairn,rock is 15cm higher than small cairn at NO 16480 97605,Abney level/Leica RX1250,,S,57.06204,-3.378652
3289,Na Tuadhan,16E: Scourie to Lairg,,,Highland,"Sim,sHu",861.4,2826,boulder 2m N of cairn,,Leica RX1250,,S,58.149574,-4.88389
3016,Meall nam Fiadh,04B: Loch Treig to Loch Ericht,,,Highland/Perth and Kinross,Sim,861,2825,small moss covered rock,large rock 10m N at NN 42077 65262 may be as high,,,S,56.752126,-4.584427
6056,Creag Liath,07A: Braemar to Montrose,,,Aberdeenshire,sSim,861,2825,small cairn on outcrop,,,,S,56.978461,-3.244749
6003,Carn Aosda North Top,06B: Pitlochry to Braemar & Blairgowrie,,,Aberdeenshire,sSim,860,2822,tiny cairn,,Abney level,,S,56.902606,-3.426328
81,Beinn Luibhean,01D: Inveraray to Crianlarich,,,Argyll and Bute,"Ma,C,Sim",859.7,2821,outcrop,,obvious summit/Leica RX1250,,S,56.23124,-4.83634
3200,Sgurr na h-Aide,10D: Mallaig to Fort William,,,Highland,Sim,859.8,2821,rock 3m SE of cairn,,obvious summit/Leica RX1250,,S,56.980639,-5.48725
444,Morrone,06B: Pitlochry to Braemar & Blairgowrie,,,Aberdeenshire,"Ma,C,Sim",859.5,2820,embedded rock 4m S of large cairn,higher ground may exist under cairn; trig point 15m SW by mast at NO 13212 88643 is 5cm lower than cairn base; summit area has been levelled for construction of mast and building,Abney level/Leica RX1250,,S,56.980789,-3.42958
1026,Beinn Lair,14A: Loch Maree to Loch Broom,,,Highland,"Ma,C,Sim",859,2818,4m high cairn,,,,S,57.703843,-5.389205
1473,Caisteal Abhail,20C: Arran and Holy Island,Firth of Clyde to Mull of Kintyre,Arran,North Ayrshire,"Ma,C,Sim",859,2818,rock,rock 12m E at NR 96925 44321 is lower,Abney level/Leica RX1250,,S,55.649863,-5.229293
2371,Crinkle Crags - Long Top [Second Crinkle],34B: Lake District C&W,Lake District - Southern Fells,,Cumbria,"Hu,Sim,Hew,N,W,B,Sy,Fel",859,2818,cairn,North cairn is higher than South cairn,obvious summit,,E,54.433704,-3.159813
3046,Glas-leathad Feshie,06A: Glen Tromie to Glen Tilt,,,Highland/Perth and Kinross,"Sim,sHu",859,2818,,,,,S,56.931894,-3.901186
6619,Sgurr Mhor West Top,13A: Loch Torridon to Loch Maree,,,Highland,sSim,859,2818,cairn,,,,S,57.588474,-5.581657
7973,Browncove Crags,34C: Lake District E,Lake District - Eastern Fells,,Cumbria,Sy,859,2818,rock,cairn 14m NNW at NY 33212 15698 is lower and rocks 25m E are 10cm lower,Abney level,,E,54.532006,-3.033526
2524,Dollywaggon Pike,34C: Lake District E,Lake District - Eastern Fells,,Cumbria,"Sim,Hew,N,W,B,Sy,Fel",858.5,2817,cairn,rock 7m W may be as high; cairn 30m SW at NY 34601 13046 is lower,,,E,54.508693,-3.011175
3072,Glas Tulaichean North Top,06B: Pitlochry to Braemar & Blairgowrie,,,Perth and Kinross,Sim,858.5,2817,remains of small cairn,,Abney level/Leica RX1250,,S,56.879979,-3.542393
2952,The Cobbler South Peak,01D: Inveraray to Crianlarich,,,Argyll and Bute,sSim,858.4,2816,rocky pinnacle,,Leica RX1250,,S,56.212112,-4.806442
19401,Sgaraman nam Fiadh,09B: Glen Albyn and the Monadh Liath,,,Highland,sSim,858.4,2816,,,,,S,57.126549,-4.296108
2933,Meall nan Eanchainn,01A: Loch Tay to Perth,,,Perth and Kinross,Sim,858,2815,no feature: heather in peat hag,summit is c.10m S of double electric fence and 20m from pile of stones,Abney level,,S,56.507329,-3.971232
3071,Carn Dallaig,06B: Pitlochry to Braemar & Blairgowrie,,,Perth and Kinross,Sim,857.9,2815,rock,rock 125m ENE at NO 01696 74999 is 0.4m lower,Leica RX1250,,S,56.85563,-3.615554
3186,Ladhar Bheinn Far South Top,10B: Knoydart to Glen Kingie,,,Highland,Sim,858,2815,rock,,,,S,57.069628,-5.577566
3273,Meall Glac an Ruighe,15A: Loch Broom to Strath Oykel,,,Highland,"Hu,Sim",858,2815,,,,,S,57.830678,-4.923599
6376,Sgurr a' Choire-bheithe Far East Top,10B: Knoydart to Glen Kingie,,,Highland,sSim,858.1,2815,rock,,obvious summit/Leica RX1250,,S,57.05325,-5.460456
6418,Sgurr Thuilm West Top,10D: Mallaig to Fort William,,,Highland,sSim,858,2815,outcrop,ground 10m NE at NM 93290 87684 may be as high,,,S,56.934139,-5.399269
7855,Na Rathanan East Top,13A: Loch Torridon to Loch Maree,,,Highland,sSim,858,2815,cairn,,,,S,57.590793,-5.556857
748,Fraoch Bheinn,10B: Knoydart to Glen Kingie,,,Highland,"Ma,C,Sim",857.3,2813,flat stones on rock,cairn 25m SSW at NM 98600 94010 is 20cm lower,Abney level/Leica RX1250,,S,56.993464,-5.316913
186,Beinn a' Chrulaiste,03A: Loch Leven to Rannoch Station,,,Highland,"Ma,C,Sim",857,2812,embedded rock 5m S of trig point in wind shelter,,Abney level,,S,56.668905,-4.863529
328,Cruach Innse,04A: Fort William to Loch Treig & Loch Leven,,,Highland,"Ma,C,Sim",857,2812,rock 15m SSW of cairn,,Abney level,,S,56.846831,-4.821935
417,Carn Dearg Mor,06A: Glen Tromie to Glen Tilt,,,Highland,"Ma,C,Sim",857,2812,cairn,,Abney level,,S,56.996805,-3.938649
2525,Great Dodd,34C: Lake District E,Lake District - Eastern Fells,,Cumbria,"Hu,Sim,Hew,N,W,B,Sy,Fel",857,2812,no feature: ground 30m SSE of cairn,ground is 20cm higher than cairn at NY 34195 20557 and equal in height with ground 30m SE at NY 34228 20506,Abney level,,E,54.575689,-3.019377
3017,Garbh-bheinn,04B: Loch Treig to Loch Ericht,,,Highland,Sim,857,2812,cairn,,Abney level,,S,56.803509,-4.690155
6057,Craigs of Loch Wharral,07B: Braemar to Montrose,,,Angus,sSim,857,2812,small cairn,,,,S,56.864917,-3.053305
2942,Stob Coire Bhuidhe,01C: Loch Lomond to Strathyre,,,Stirling,Sim,856.8,2811,cairn on rock,,Leica RX1250,,S,56.371317,-4.577269
1027,Beinn a' Chaisgein Mor,14A: Loch Maree to Loch Broom,,,Highland,"Ma,C,Sim",856,2808,rocks 25m E of cairn,rock 20m E of cairn is as high; cairn is lower,Abney level,,S,57.751165,-5.39209
3212,Creag Ghlas,11A: Loch Duich to Cannich,,,Highland,"Sim,sHu",856,2808,cairn,,obvious summit,,S,57.286012,-5.241969
3240,Carn nan Searrach,12B: Killilan to Inverness,,,Highland,Sim,856,2808,small cairn,,,,S,57.337708,-5.302049
5846,Meall nan Samhna West Top [Sgiath Chuil point 855m],02B: Glen Lyon to Glen Dochart & Loch Tay,,,Stirling,sSim,855.4,2806,rock,,Leica RX1250,,S,56.466456,-4.461101
396,Stob an Aonaich Mhoir,05A: Loch Ericht to Glen Tromie & Glen Garry,,,Perth and Kinross,"Ma,C,Sim",855,2805,outcrop 3m E of cairn,,Abney level,,S,56.793302,-4.396092
749,Beinn Bhuidhe,10B: Knoydart to Glen Kingie,,,Highland,"Ma,C,Sim",855,2805,rock 2m NNW of trig point,ground 50m W is lower,Abney level,,S,57.010102,-5.589145
974,Beinn an Eoin,13A: Loch Torridon to Loch Maree,,,Highland,"Ma,C,Sim",855,2805,large rock by small cairn,an OS brass marker in windshelter 15m S at NG 90515 64636 is lower,Abney level,,S,57.622838,-5.509775
3132,Sron a' Bhuirich,09B: Glen Albyn and the Monadh Liath,,,Highland,sSim,854.9,2805,cairn,,obvious summit/Leica RX1250,,S,57.044802,-4.601069
3224,Sgurr a' Phollain,12A: Kyle of Lochalsh to Garve,,,Highland,Sim,855,2805,embedded boulder,boulder is 30m SSW of tiny cairn (NH 36798 44718) and top of boulder is level with top of cairn,Abney level,,S,57.463142,-4.722718
6004,An Socach North Top,06B: Pitlochry to Braemar & Blairgowrie,,,Aberdeenshire,sSim,855,2805,cairn,,,,S,56.91864,-3.476929
3048,Bruthach nan Creagan,06A: Glen Tromie to Glen Tilt,,,Highland,"Hu,Sim",854.5,2803,no feature: moss,ground 650m NNE at NN 75298 81105 is 1.1m lower,Leica RX1250,,S,56.898986,-4.053499
19763,Carn a' Chlarsaich East Top,06B: Pitlochry to Braemar & Blairgowrie,,,Aberdeenshire/Perth and Kinross,Un,854.3,2803,small mound,,Leica RX1250,,S,56.88537,-3.515205
2053,Arenig Fawr,30D: Barmouth to Betws-y-Coed and Bala,The Arenigs,,Gwynedd,"Ma,Sim,Hew,N",854,2802,trig point,,obvious summit,,W,52.917116,-3.745937
3213,Sgurr an Fhuarail South Top,11A: Loch Duich to Cannich,,,Highland,Sim,854,2802,cairn,,,,S,57.168319,-5.208402
3226,Garbh-charn,12A: Kyle of Lochalsh to Garve,,,Highland,"Hu,Sim",854,2802,large cairn,many rocky outcrops in summit area,,,S,57.427855,-4.844855
20014,Knockbrinnea West Top [Cnoc Broinne (mullach thiar)] [Knockbrinnea],50C: Macgillycuddy's Reeks,MacGillycuddy's Reeks,,Kerry,"Sim,Hew,Dil,VL",854,2802,narrow column of rock 10m WSW of cairn,,Abney level,,I,52.012035,-9.737247
5847,Meall nan Samhna Far West Top [Sgiath Chuil point 854m],02B: Glen Lyon to Glen Dochart & Loch Tay,,,Stirling,sSim,853.8,2801,cairn,,Leica RX1250,,S,56.468461,-4.464234
6377,Fraoch Bheinn North Top,10B: Knoydart to Glen Kingie,,,Highland,sSim,853.7,2801,rock,,Leica RX1250,,S,56.997795,-5.317315
1373,Creach Bheinn,18C: Morvern and Kingairloch,,,Highland,"Ma,C,Sim",853,2799,shelter surrounding remains of former trig point,,Abney level,,S,56.661979,-5.476201
3073,Creag an Fhuathais,06B: Pitlochry to Braemar & Blairgowrie,,,Aberdeenshire,Sim,853,2799,,,,,S,56.929481,-3.482028
3133,Carn a' Bhothain Mholaich,09B: Glen Albyn and the Monadh Liath,,,Highland,Sim,853,2799,boulder,c 15m E fenceline,,,S,57.133025,-4.140194
3225,Creag Dhubh Mhor,12A: Kyle of Lochalsh to Garve,,,Highland,"Sim,sHu",853,2799,,,,,S,57.477618,-5.105546
2950,Stac a' Chuirn,01D: Inveraray to Crianlarich,,,Argyll and Bute,Sim,852.4,2797,cairn,,Leica RX1250,,S,56.320577,-4.927532
2322,Gategill Fell Top,34A: Lake District N,Lake District - Northern Fells,,Cumbria,"N,B,Sy",852.2,2796,overhanging rock 5m E of cairn,,Abney level/Leica RX1250,,E,54.636693,-3.058428
20620,Stumpa Barr na hAbhann [Skregmore East Top],50C: Macgillycuddy's Reeks,MacGillycuddy's Reeks,,Kerry,"Dil,VL,sSim",852.1,2796,small cairn,large cairn to W is lower,Abney level/Trimble GeoXH 6000,,I,52.01179,-9.752633
44,Meall an t-Seallaidh,01C: Loch Lomond to Strathyre,,,Stirling,"Ma,C,Sim",852,2795,rock 3m NNE of trig point,rock is 30cm higher than trig point FB; top c 80m S is lower.,Abney level,,S,56.380412,-4.362599
2934,Creag nan Eun,01A: Loch Tay to Perth,,,Perth and Kinross,"Hu,Sim",852,2795,windshelter,,obvious summit,,S,56.461464,-4.067267
3047,Sron Gharbh,06A: Glen Tromie to Glen Tilt,,,Perth and Kinross,Sim,852,2795,rock,,Leica RX1250,,S,56.917764,-3.813765
3201,Sgurr a' Choire Riabhaich,10D: Mallaig to Fort William,,,Highland,Sim,852,2795,rock,,obvious summit,,S,56.927785,-5.439926
5915,Sron na Saobhaidhe,04B: Loch Treig to Loch Ericht,,,Perth and Kinross,sSim,852,2795,rock,,,,S,56.788756,-4.526686
5947,Meall nan Eun,05A: Loch Ericht to Glen Tromie & Glen Garry,,,Perth and Kinross,sSim,852,2795,embedded rock,,Abney level,,S,56.735725,-4.150157
6058,Cairn Broadlands,07A: Braemar to Montrose,,,Angus,sSim,852,2795,rock 20m from cairn,,Leica Disto D510/Leica RX1250,,S,56.885409,-3.197997
6530,Bidein a' Choire Sheasgaich North Top,12A: Kyle of Lochalsh to Garve,,,Highland,sSim,852,2795,no feature,,obvious summit,,S,57.423891,-5.25146
2372,Grasmoor,34B: Lake District C&W,Lake District - North Western Fells,,Cumbria,"Ma,Sim,Hew,N,W,B,Sy,Fel",851.6,2794,ground by windshelter,ground 100m ENE at NY 17580 20375 is 0.5m lower,Abney level,,E,54.571635,-3.277905
5848,Sgiath Chrom,02B: Glen Lyon to Glen Dochart & Loch Tay,,,Stirling,sSim,851.7,2794,embedded rock 5m W of cairn,rock is c.10-15cm higher than base of cairn,Leica RX1250,,S,56.448626,-4.492566
7885,Bidein Druim nan Ramh North Top,17B: Minginish and the Cuillin Hills,Skye & surrounding islands,Skye,Highland,sSim,851.7,2794,rock,,Leica RX1250,,S,57.236043,-6.216089
6059,Craigs of Loch Esk,07A: Braemar to Montrose,,,Angus,sSim,851.3,2793,rock,E top is lower,Leica Disto D510/Leica RX1250,,S,56.892973,-3.253002
3227,Moruisg Far East Top,12A: Kyle of Lochalsh to Garve,,,Highland,Sim,851,2792,,,,,S,57.496566,-5.138875
3283,Ben Hee North Top,16B: Durness to Loch Shin,,,Highland,Sim,851,2792,outcrop 5m NW of cairn,higher than base of cairn,Abney level,,S,58.276168,-4.670667
20015,Baurtregaum [Barr Tri gCom],49B: Dingle Peninsula - E of Dingle,Slieve Mish,,Kerry,"Ma,Sim,Hew,Dil,A,VL",851,2792,trig point,trig point is in a depression,,,I,52.20706,-9.82952
493,Hill of Strone,07A: Braemar to Montrose,,,Angus,"Hu,Sim,sMa",850,2789,,,,,S,56.842063,-3.168737
6060,Caisteal na Caillich South Top,07A: Braemar to Montrose,,,Aberdeenshire,sSim,850,2789,large flat boulder,,,,S,56.970228,-3.178347
20016,Slieve Donard [Sliabh Donairt],43B: Mourne Mountains,Mourne Mountains,,"Newry, Mourne and Down","Ma,Sim,Hew,Dil,A,VL,CoH,CoU",850,2789,large cairn,,,,I,54.180268,-5.920805
3258,Meall Garbh,14A: Loch Maree to Loch Broom,,,Highland,"Sim,sHu",849.2,2786,small cairn on rock,,Leica RX1250,,S,57.701253,-5.274956
172,Beinn nan Imirean,02B: Glen Lyon to Glen Dochart & Loch Tay,,,Stirling,"Ma,C,Sim",849,2785,cairn,,obvious summit,,S,56.44413,-4.565842
750,Aonach Sgoilte,10B: Knoydart to Glen Kingie,,,Highland,"Hu,Sim,sMa",849,2785,small cairn,,obvious summit,,S,57.064574,-5.564042
907,Bac an Eich,12A: Kyle of Lochalsh to Garve,,,Highland,"Ma,C,Sim",849,2785,rock 2m from trig point,,obvious summit,,S,57.495759,-4.968274
1205,Cul Mor,16F: Lochinver to Ullapool,,,Highland,"Ma,C,Sim",849,2785,trig point in shelter,,,,S,58.058124,-5.116768
1351,Sgurr Ghiubhsachain,18B: Sunart and Ardgour,,,Highland,"Ma,C,Sim",849,2785,large wide-based cairn,rock 30m W at NM 87536 75120 may be as high as ground under cairn,Abney level,,S,56.818954,-5.48256
1981,Llwytmor,30B: Snowdonia,The Carneddau,,Gwynedd,"Sim,Hew,N",849,2785,small cairn,,,,W,53.203902,-3.963564
3095,Meall an t-Slugain,07A: Braemar to Montrose,,,Aberdeenshire,"Hu,Sim",849,2785,cairn,,obvious summit,,S,56.960983,-3.342397
20017,Mullaghcleevaun [Mullach Cliabhain],55B: Wicklow Hills N,Dublin/Wicklow,,Wicklow,"Ma,Sim,Hew,Dil,A,VL",849,2785,trig point,,Abney level,,I,53.103594,-6.406681
418,Carn an Fhidhleir Lorgaidh,06A: Glen Tromie to Glen Tilt,,,Highland,"Hu,Sim,sMa",848.6,2784,large cairn,,Leica RX1250,,S,56.964385,-3.882731
2953,A' Chrois,01D: Inveraray to Crianlarich,,,Argyll and Bute,"Hu,Sim",848,2782,large cairn,,,,S,56.231324,-4.762759
2992,Meall Garbh,03B: Loch Linnhe to Loch Etive,,,Argyll and Bute,Sim,848,2782,cairn on outcrop,,,,S,56.557974,-5.178318
3117,Creag Dhubh,08A: Cairngorms,,,Highland,Sim,848,2782,,,,,S,57.115668,-3.808197
3177,Creag a' Bhanain,09C: Loch Lochy to Loch Laggan,,,Highland,Sim,848,2782,cairn,,Abney level,,S,56.984352,-4.581656
6235,Fionn-tom Mor,09B: Glen Albyn and the Monadh Liath,,,Highland,sSim,848,2782,,,,,S,57.119131,-4.259306
2708,Great Dun Fell,35A: North Pennines,North Pennines - Western Fells,,Cumbria,"Sim,Hew,N",847.5,2781,ground within radar station perimeter fence,grassy mound 45m SE at NY 71038 32156 is 30cm lower,,,E,54.683884,-2.451302
20018,Skregmore [Screig Mhor],50C: Macgillycuddy's Reeks,MacGillycuddy's Reeks,,Kerry,"Sim,Hew,Dil,A,VL",847.7,2781,cairn,,Trimble GeoXH 6000,,I,52.013702,-9.76002
3010,Leum Uilleim South Top,04A: Fort William to Loch Treig & Loch Leven,,,Highland,Sim,847.2,2780,cairn on rib of rock,,Abney level/Leica RX1250,,S,56.730997,-4.727744
908,Sgurr a' Choire-rainich,12A: Kyle of Lochalsh to Garve,,,Highland,"Hu,Sim",846.9,2779,rock by cairn,,obvious summit/Leica RX1250,,S,57.568181,-4.931
1206,Canisp,16F: Lochinver to Ullapool,,,Highland,"Ma,C,Sim",847,2779,inclined slab 4m SW of smaller shelter,larger shelter 45m NE (NC 20309 18755) is lower,Abney level,,S,58.120906,-5.052849
1420,Ben Donich,19C: Loch Fyne to Bute and the Firth of Clyde,,,Argyll and Bute,"Ma,C,Sim",847,2779,trig point,,Abney level,,S,56.197928,-4.873286
3049,Meall an Uillt Chreagaich,06A: Glen Tromie to Glen Tilt,,,Highland,Sim,847,2779,small cairn,,Abney level,,S,56.960525,-3.931435
3216,Carn a' Choire Bhuidhe,11B: Glen Affric to Glen Moriston,,,Highland,Sim,847,2779,boulder 2m S of large cairn,outcrop 4m S is as high,Seco 2x Hand Level,,S,57.207477,-5.007274
5872,Beinn Maol Chaluim South Top,03B: Loch Linnhe to Loch Etive,,,Highland,sSim,847,2779,no feature,,obvious summit/Leica RX1250,,S,56.621317,-5.029849
21230,Knockbrinnea East Top [Cnoc Broinne (mullach thoir)],50C: Macgillycuddy's Reeks,MacGillycuddy's Reeks,,Kerry,VL,847,2779,,,,,I,52.011076,-9.733877
6378,Ladhar Bheinn South Top,10B: Knoydart to Glen Kingie,,,Highland,sSim,846.8,2778,outcrop,ground 130m NW at NN 82993 03454 is 8cm lower,Leica RX1250,,S,57.070214,-5.579999
2980,Meall na Cnap Laraich,02B: Glen Lyon to Glen Dochart & Loch Tay,,,Perth and Kinross/Stirling,Sim,846,2776,outcrop,,,,S,56.525744,-4.44205
3253,Sron Coire an Fhamhair,13B: Applecross to Achnasheen,,,Highland,Sim,846,2776,cairn on outcrop,,,,S,57.454945,-5.660712
3096,Craig Damff [Cairn Damff],07A: Braemar to Montrose,,,Angus,Sim,845.5,2774,cairn,,Leica RX1250,,S,56.88469,-3.235869
1352,Beinn Resipol,18B: Sunart and Ardgour,,,Highland,"Ma,C,Sim",845,2772,large cairn by destroyed trig point,cairn is 8m WNW of trig point; other features on ridge are all lower,Abney level,,S,56.727189,-5.652605
